STT,Dữ Liệu ,Câu Hỏi,Câu Trả Lời,Nguồn( Nếu Có),Thông Tin Thêm,Đánh giá,Minh chứng,Context
244,19.0,"Đơn vị trực thuộc Học viện muốn xin điều chỉnh, bổ sung nguồn vốn phục vụ công tác thì quy trình như thế nào?","Đơn vị cần lập đề xuất điều chỉnh, bổ sung nguồn vốn gửi về Phòng Kế hoạch – Đầu tư để phòng phối hợp với Phòng Tài chính – Kế toán tổng hợp, cân đối và lập kế hoạch điều chỉnh, trình Giám đốc Học viện phê duyệt.","Trích dẫn: “Phối hợp với phòng Tài chính – Kế toán tổng hợp, cập nhật tình hình triển khai thực hiện các nguồn kinh phí của Học viện. Cân đối lập kế hoạch điều chỉnh, bổ sung nguồn vốn…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Đơn vị trực thuộc Học viện muốn xin điều chỉnh, bổ sung nguồn vốn phục vụ công tác thì quy trình như thế nào?```
#Answer : ```Đơn vị cần lập đề xuất điều chỉnh, bổ sung nguồn vốn gửi về Phòng Kế hoạch – Đầu tư để phòng phối hợp với Phòng Tài chính – Kế toán tổng hợp, cân đối và lập kế hoạch điều chỉnh, trình Giám đốc Học viện phê duyệt.```"
245,19.0,"Hồ sơ dự án đầu tư, xây dựng cơ bản của Học viện được lưu trữ ở đâu?","Toàn bộ hồ sơ liên quan đến các dự án đầu tư xây dựng cơ bản, sửa chữa tài sản, các công trình xây dựng trong Học viện đều được Phòng Kế hoạch – Đầu tư tổ chức lưu trữ và quản lý theo quy định.","Trích dẫn: “Lưu trữ toàn bộ hồ sơ liên quan đến các dự án đầu tư xây dựng cơ bản, sửa chữa tài sản, các công trình xây dựng trong toàn Học viện.” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Hồ sơ dự án đầu tư, xây dựng cơ bản của Học viện được lưu trữ ở đâu?```
#Answer : ```Toàn bộ hồ sơ liên quan đến các dự án đầu tư xây dựng cơ bản, sửa chữa tài sản, các công trình xây dựng trong Học viện đều được Phòng Kế hoạch – Đầu tư tổ chức lưu trữ và quản lý theo quy định.```"
246,19.0,Khi nào Phòng Kế hoạch – Đầu tư được phép ký các giấy tờ liên quan đến dự án?,"Trưởng phòng Kế hoạch – Đầu tư được thừa lệnh Giám đốc Học viện ký các giấy tờ trong phạm vi chức năng, nhiệm vụ được giao, hoặc khi được Giám đốc Học viện ủy quyền chủ trì các cuộc kiểm tra, thanh tra liên quan.","Trích dẫn: “Trưởng phòng được thừa lệnh Giám đốc Học viện ký các giấy tờ trong phạm vi chức năng, nhiệm vụ được giao. Được Giám đốc Học viện uỷ quyền chủ trì các cuộc kiểm tra, thanh tra…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Khi nào Phòng Kế hoạch – Đầu tư được phép ký các giấy tờ liên quan đến dự án?```
#Answer : ```Trưởng phòng Kế hoạch – Đầu tư được thừa lệnh Giám đốc Học viện ký các giấy tờ trong phạm vi chức năng, nhiệm vụ được giao, hoặc khi được Giám đốc Học viện ủy quyền chủ trì các cuộc kiểm tra, thanh tra liên quan.```"
247,19.0,"Phòng Kế hoạch – Đầu tư có tham gia xét khen thưởng, kỷ luật hoặc công tác nhân sự của phòng không?","Trưởng phòng Kế hoạch – Đầu tư có quyền tham gia việc xét khen thưởng, kỷ luật, nâng hạ bậc lương, tuyển dụng, điều động, cho thôi việc cán bộ viên chức của phòng theo quy định của Học viện.","Trích dẫn: “Tham gia việc xét khen thưởng, kỷ luật, nâng hạ bậc lương, tuyển dụng, điều động, cho thôi việc cán bộ viên chức của phòng.” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Phòng Kế hoạch – Đầu tư có tham gia xét khen thưởng, kỷ luật hoặc công tác nhân sự của phòng không?```
#Answer : ```Trưởng phòng Kế hoạch – Đầu tư có quyền tham gia việc xét khen thưởng, kỷ luật, nâng hạ bậc lương, tuyển dụng, điều động, cho thôi việc cán bộ viên chức của phòng theo quy định của Học viện.```"
248,19.0,"Đơn vị muốn phối hợp thực hiện dự án đầu tư, xây dựng cơ bản trong Học viện thì cần làm gì?","Đơn vị cần phối hợp chặt chẽ với Phòng Kế hoạch – Đầu tư trong việc thực hiện chức năng, nhiệm vụ được giao, đặc biệt trong chuẩn bị đầu tư, thẩm định dự án, thiết kế, dự toán và triển khai thực hiện dự án theo đúng quy trình của Học viện.","Trích dẫn: “Yêu cầu các đơn vị trong Học viện phối hợp trong việc thực hiện chức năng, nhiệm vụ được giao.” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Đơn vị muốn phối hợp thực hiện dự án đầu tư, xây dựng cơ bản trong Học viện thì cần làm gì?```
#Answer : ```Đơn vị cần phối hợp chặt chẽ với Phòng Kế hoạch – Đầu tư trong việc thực hiện chức năng, nhiệm vụ được giao, đặc biệt trong chuẩn bị đầu tư, thẩm định dự án, thiết kế, dự toán và triển khai thực hiện dự án theo đúng quy trình của Học viện.```"
249,19.0,"Nếu có vấn đề phát sinh hoặc cần giải đáp về kế hoạch, đầu tư, xây dựng, tôi có thể liên hệ ai trong Phòng Kế hoạch – Đầu tư?","Bạn có thể liên hệ trực tiếp ông Đinh Hồng Hải (Phụ trách phòng, Email: haidh@ptit.edu.vn), ông Trần Hoàng Sơn (Phó trưởng phòng, Email: sonth@ptit.edu.vn), hoặc ông Đỗ Mạnh Hùng (Phó trưởng phòng, Email: hungdm@ptit.edu.vn) để được hỗ trợ cụ thể.",Trích dẫn: “Phụ trách phòng: Ông Đinh Hồng Hải – Email: haidh@ptit.edu.vn; Phó trưởng phòng: Ông Trần Hoàng Sơn – Email: sonth@ptit.edu.vn; Phó trưởng phòng: Ông Đỗ Mạnh Hùng – Email: hungdm@ptit.edu.vn” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư),,5.0,6.0,"#Question : ```Nếu có vấn đề phát sinh hoặc cần giải đáp về kế hoạch, đầu tư, xây dựng, tôi có thể liên hệ ai trong Phòng Kế hoạch – Đầu tư?```
#Answer : ```Bạn có thể liên hệ trực tiếp ông Đinh Hồng Hải (Phụ trách phòng, Email: haidh@ptit.edu.vn), ông Trần Hoàng Sơn (Phó trưởng phòng, Email: sonth@ptit.edu.vn), hoặc ông Đỗ Mạnh Hùng (Phó trưởng phòng, Email: hungdm@ptit.edu.vn) để được hỗ trợ cụ thể.```"
250,19.0,"Sinh viên muốn biết về kế hoạch, tiến độ sửa chữa phòng học, ký túc xá, hoặc các khu vực công cộng thì hỏi ai?","Sinh viên có thể liên hệ với Phòng Kế hoạch – Đầu tư để được cung cấp thông tin về kế hoạch, tiến độ sửa chữa phòng học, ký túc xá và các khu vực công cộng. Bạn có thể gửi email đến haidh@ptit.edu.vn hoặc đến trực tiếp phòng tại Km10, Nguyễn Trãi, Hà Đông, Hà Nội để được giải đáp.","Trích dẫn: “Phòng Kế hoạch – Đầu tư… tổ chức quản lý, triển khai thực hiện các dự án cải tạo, sửa chữa quy mô nhỏ…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Sinh viên muốn biết về kế hoạch, tiến độ sửa chữa phòng học, ký túc xá, hoặc các khu vực công cộng thì hỏi ai?```
#Answer : ```Sinh viên có thể liên hệ với Phòng Kế hoạch – Đầu tư để được cung cấp thông tin về kế hoạch, tiến độ sửa chữa phòng học, ký túc xá và các khu vực công cộng. Bạn có thể gửi email đến haidh@ptit.edu.vn hoặc đến trực tiếp phòng tại Km10, Nguyễn Trãi, Hà Đông, Hà Nội để được giải đáp.```"
251,19.0,"Sinh viên phát hiện nhà vệ sinh, phòng học, khu tự học bị hỏng thiết bị hoặc có vấn đề về cơ sở vật chất thì báo ở đâu?","Sinh viên nên thông báo với Ban quản lý tòa nhà hoặc trực tiếp gửi phản ánh về Phòng Kế hoạch – Đầu tư để phòng tiếp nhận, tổng hợp và tổ chức sửa chữa, bảo trì kịp thời.","Trích dẫn: “Tổ chức quản lý, triển khai thực hiện các dự án cải tạo, sửa chữa quy mô nhỏ…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Sinh viên phát hiện nhà vệ sinh, phòng học, khu tự học bị hỏng thiết bị hoặc có vấn đề về cơ sở vật chất thì báo ở đâu?```
#Answer : ```Sinh viên nên thông báo với Ban quản lý tòa nhà hoặc trực tiếp gửi phản ánh về Phòng Kế hoạch – Đầu tư để phòng tiếp nhận, tổng hợp và tổ chức sửa chữa, bảo trì kịp thời.```"
252,19.0,"Sinh viên muốn đề xuất lắp đặt thêm wifi, hệ thống chiếu sáng, quạt, điều hòa ở các khu vực học tập thì gửi đề xuất như thế nào?","Sinh viên có thể làm đơn kiến nghị gửi Ban cán sự lớp, Đoàn Thanh niên hoặc Phòng Công tác Sinh viên. Sau đó, các đơn vị này sẽ chuyển đề xuất lên Phòng Kế hoạch – Đầu tư để phòng xem xét, tổng hợp và trình Giám đốc Học viện phê duyệt kế hoạch lắp đặt, mua sắm thiết bị. ","Trích dẫn: “Tổ chức quản lý, triển khai thực hiện các dự án… mua sắm tài sản, công cụ, dụng cụ…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Sinh viên muốn đề xuất lắp đặt thêm wifi, hệ thống chiếu sáng, quạt, điều hòa ở các khu vực học tập thì gửi đề xuất như thế nào?```
#Answer : ```Sinh viên có thể làm đơn kiến nghị gửi Ban cán sự lớp, Đoàn Thanh niên hoặc Phòng Công tác Sinh viên. Sau đó, các đơn vị này sẽ chuyển đề xuất lên Phòng Kế hoạch – Đầu tư để phòng xem xét, tổng hợp và trình Giám đốc Học viện phê duyệt kế hoạch lắp đặt, mua sắm thiết bị. ```"
253,19.0,"Sinh viên thắc mắc về tiến độ xây dựng, nâng cấp các khu vực học tập hoặc dịch vụ tiện ích (thư viện, nhà xe, căng tin) thì tìm thông tin ở đâu?","Sinh viên có thể hỏi trực tiếp tại Phòng Kế hoạch – Đầu tư hoặc tìm thông báo trên website, bảng tin của Học viện. Phòng cũng có trách nhiệm cập nhật, công khai tình hình triển khai các dự án xây dựng, nâng cấp các khu vực tiện ích phục vụ sinh viên.","Trích dẫn: “Tổng hợp tình hình, phân tích, đánh giá hiệu quả hoạt động theo từng lĩnh vực…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Sinh viên thắc mắc về tiến độ xây dựng, nâng cấp các khu vực học tập hoặc dịch vụ tiện ích (thư viện, nhà xe, căng tin) thì tìm thông tin ở đâu?```
#Answer : ```Sinh viên có thể hỏi trực tiếp tại Phòng Kế hoạch – Đầu tư hoặc tìm thông báo trên website, bảng tin của Học viện. Phòng cũng có trách nhiệm cập nhật, công khai tình hình triển khai các dự án xây dựng, nâng cấp các khu vực tiện ích phục vụ sinh viên.```"
254,19.0,"Sinh viên muốn biết lý do một số khu vực (ví dụ phòng học, khu thể thao) đóng cửa để sửa chữa thì hỏi ai?","Bạn có thể liên hệ Phòng Kế hoạch – Đầu tư hoặc đọc các thông báo do phòng này phối hợp với các đơn vị khác đăng tải trên bảng tin, website của Học viện để biết lý do và thời gian dự kiến hoàn thành sửa chữa.","Trích dẫn: “Phòng Kế hoạch – Đầu tư… tổ chức quản lý, triển khai thực hiện các dự án cải tạo, sửa chữa quy mô nhỏ…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Sinh viên muốn biết lý do một số khu vực (ví dụ phòng học, khu thể thao) đóng cửa để sửa chữa thì hỏi ai?```
#Answer : ```Bạn có thể liên hệ Phòng Kế hoạch – Đầu tư hoặc đọc các thông báo do phòng này phối hợp với các đơn vị khác đăng tải trên bảng tin, website của Học viện để biết lý do và thời gian dự kiến hoàn thành sửa chữa.```"
255,19.0,"Sinh viên có thể đề xuất ý tưởng xây dựng hoặc cải tạo khuôn viên, không gian xanh trong trường không? Nếu có thì gửi ai?","Sinh viên hoàn toàn có thể đề xuất ý tưởng cải tạo, xây dựng khuôn viên hoặc không gian xanh trong trường thông qua Đoàn Thanh niên, Hội Sinh viên hoặc gửi trực tiếp đến Phòng Kế hoạch – Đầu tư để phòng xem xét, tổng hợp và trình Ban Giám đốc Học viện.","Trích dẫn: “Yêu cầu các đơn vị trong Học viện phối hợp trong việc thực hiện chức năng, nhiệm vụ được giao…” – (Thông tin giới thiệu về Phòng Kế hoạch – Đầu tư)",,5.0,6.0,"#Question : ```Sinh viên có thể đề xuất ý tưởng xây dựng hoặc cải tạo khuôn viên, không gian xanh trong trường không? Nếu có thì gửi ai?```
#Answer : ```Sinh viên hoàn toàn có thể đề xuất ý tưởng cải tạo, xây dựng khuôn viên hoặc không gian xanh trong trường thông qua Đoàn Thanh niên, Hội Sinh viên hoặc gửi trực tiếp đến Phòng Kế hoạch – Đầu tư để phòng xem xét, tổng hợp và trình Ban Giám đốc Học viện.```"
